,owner,score,last_edit_date,last_activity_date,creation_date,post_type,content_license,link
3596,"(732, 'Michael0x2a')",3,1505153084.0,1505153084,1505146724,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3596
3598,"(2068, 'Kevin Workman')",4,,1505152653,1505152653,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3598
3597,"(2068, 'Kevin Workman')",7,1505151779.0,1505151779,1505151105,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3597
3595,"(1139, 'T.E.D.')",6,1505146871.0,1505146871,1505146492,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3595
3594,"(2987, 'kingfrito_5005')",1,,1505145058,1505145058,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3594
3591,"(2494, 'Robert Fisher')",1,,1505140211,1505140211,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3591
3588,"(204, 'ctrl-alt-delor')",-1,1592469417.0,1505139065,1505138359,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/3588
3589,"(2982, 'techturbulence')",4,1505139002.0,1505139002,1505138465,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3589
3587,"(2980, 'HaemEternal')",0,,1505137050,1505137050,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3587
3586,"(1931, 'Robert Columbia')",2,1592469417.0,1505136133,1505136133,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/3586
3585,"(1293, 'Buffy')",-2,,1505133816,1505133816,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3585
3583,"(1293, 'Buffy')",4,,1505130649,1505130649,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3583
3580,"(2968, 'Jamesernator')",9,1505115012.0,1505130649,1505111799,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3580
3581,"(204, 'ctrl-alt-delor')",3,,1505115860,1505115860,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3581
3579,"(2936, 'Michael Kay')",16,,1505084619,1505084619,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3579
3578,"(2774, 'axwr')",2,1505079903.0,1505079903,1505075758,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3578
3577,"(2963, 'Dan Mills')",31,1505074215.0,1505074215,1505066481,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3577
3576,"(27, 'Ben I.')",14,,1505056729,1505056729,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3576
3575,"(1293, 'Buffy')",5,1505056248.0,1505056248,1505056002,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3575
3571,"(160, 'beroal')",0,,1505046226,1505046226,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3571
3570,"(1193, 'kayleeFrye_onDeck')",2,,1504917077,1504917077,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3570
3569,"(2068, 'Kevin Workman')",5,1504913224.0,1504913224,1504897521,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3569
3567,"(2943, 'MrPaulch')",3,1504881871.0,1504881871,1504868678,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3567
3565,"(2068, 'Kevin Workman')",20,1504820608.0,1504820608,1504818564,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3565
3564,"(1293, 'Buffy')",2,,1504811667,1504811667,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3564
3562,"(27, 'Ben I.')",6,1592469417.0,1504794749,1504794749,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/3562
3561,"(1293, 'Buffy')",39,1504787974.0,1504787974,1504787436,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3561
3559,"(2930, 'Ardiansyah bin Mustar')",4,,1504758202,1504758202,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3559
3557,"(1293, 'Buffy')",0,,1504730929,1504730929,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3557
3555,"(283, 'Ellen Spertus')",5,,1504730929,1504725105,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3555
3556,"(2068, 'Kevin Workman')",3,1504729712.0,1504729712,1504728841,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3556
3554,"(2925, 'gmh')",2,,1504716289,1504716289,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3554
3545,"(41, 'Sean Houlihane')",8,1504704003.0,1504704003,1504696112,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3545
3553,"(21, 'ncmathsadist')",0,,1504701693,1504701693,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3553
3526,"(2068, 'Kevin Workman')",9,1504643744.0,1504643744,1504637088,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3526
3525,"(694, 'Brian Tompsett - 汤莱恩')",9,,1504633550,1504633550,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3525
3501,"(2537, 'Failed Scientist')",2,,1504601671,1504601671,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3501
3670,"(3092, 'user3092')",7,1554926040.0,1554926040,1506011085,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/3670
3695,"(150, 'ItamarG3')",5,,1520265043,1506517597,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3695
3696,"(204, 'ctrl-alt-delor')",38,1507673783.0,1512314071,1506530200,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3696
3679,"(2197, 'Thorn')",9,1506949292.0,1507314801,1506206956,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3679
3699,"(3129, 'Paul Powell')",60,1506582906.0,1506582906,1506538672,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3699
3697,"(1293, 'Buffy')",4,1506541656.0,1506541656,1506531967,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3697
3698,"(3127, 'G-Wiz')",-1,,1506532266,1506532266,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3698
3675,"(3103, 'user3103')",3,,1506532266,1506104158,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3675
3694,"(204, 'ctrl-alt-delor')",2,1592469417.0,1506511852,1506511361,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/3694
3691,"(51, 'vacip')",5,1506435741.0,1506511852,1506434025,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3691
3692,"(51, 'vacip')",1,1506498506.0,1506498506,1506434597,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3692
3693,"(1293, 'Buffy')",2,,1506435702,1506435702,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3693
3684,"(3117, 'Idall')",8,1506433520.0,1506433520,1506334847,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3684
3690,"(51, 'vacip')",3,,1506422642,1506422642,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3690
3646,"(1532, 'Tim')",6,1506184638.0,1506421670,1505599533,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3646
3688,"(279, 'Akos Nagy')",1,,1506406763,1506406763,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3688
3687,"(919, 'Auden Young')",2,,1506381143,1506381143,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3687
3685,"(204, 'ctrl-alt-delor')",2,1592469417.0,1506373870,1506340592,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/3685
3686,"(2605, 'Jay')",1,,1506344828,1506344828,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3686
3683,"(150, 'ItamarG3')",1,,1506333919,1506333919,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3683
3666,"(27, 'Ben I.')",8,,1506333919,1505938178,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3666
3682,"(2537, 'Failed Scientist')",3,1506251522.0,1506251522,1506251086,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3682
3681,"(2197, 'Thorn')",2,,1506250454,1506250454,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3681
3680,"(2197, 'Thorn')",3,,1506249163,1506249163,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3680
3678,"(732, 'Michael0x2a')",0,,1506125898,1506125898,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3678
3677,"(3105, 'Shams Ali')",-1,1506121748.0,1506121748,1506110173,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3677
3676,"(204, 'ctrl-alt-delor')",0,1592469417.0,1506106168,1506106168,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/3676
3673,"(1293, 'Buffy')",0,1506082535.0,1506082535,1506028691,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3673
3672,"(3095, 'tty')",2,1506028729.0,1506082535,1506026647,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3672
3671,"(1293, 'Buffy')",1,1506013326.0,1506013326,1506013020,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3671
3667,"(1293, 'Buffy')",2,1505993912.0,1505993912,1505939260,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3667
3665,"(2068, 'Kevin Workman')",5,1505863898.0,1505863898,1505861510,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3665
3656,"(3078, 'Ryan')",10,1505851288.0,1505863898,1505789727,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3656
3664,"(1293, 'Buffy')",3,1505851636.0,1505851636,1505846026,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3664
3663,"(732, 'Michael0x2a')",6,,1505839492,1505839492,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3663
3662,"(204, 'ctrl-alt-delor')",1,1592469417.0,1505837193,1505837193,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/3662
3661,"(1293, 'Buffy')",1,1505832205.0,1505832205,1505828548,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3661
3658,"(204, 'ctrl-alt-delor')",5,1592469417.0,1505807035,1505807035,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/3658
3657,"(765, 'Bennett Brown')",1,,1505798582,1505798582,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3657
3648,"(2605, 'Jay')",2,,1505643527,1505643527,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3648
3647,"(204, 'ctrl-alt-delor')",4,1592469417.0,1505637998,1505637335,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/3647
3645,"(59, 'hotpaw2')",2,,1505573223,1505573223,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3645
3610,"(41, 'Sean Houlihane')",6,1505229210.0,1505573223,1505219368,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3610
3638,"(2605, 'Jay')",3,1505531025.0,1505531025,1505473931,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3638
3637,"(2605, 'Jay')",6,1505506832.0,1505506832,1505473740,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3637
3644,"(27, 'Ben I.')",5,,1505505541,1505505541,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3644
3643,"(27, 'Ben I.')",4,,1505505217,1505505217,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3643
3639,"(1293, 'Buffy')",2,1505494711.0,1505494711,1505475683,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3639
3642,"(27, 'Ben I.')",3,1505486216.0,1505486216,1505485849,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3642
3641,"(204, 'ctrl-alt-delor')",4,1592469417.0,1505478532,1505478013,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/3641
3640,"(1293, 'Buffy')",11,,1505476138,1505476138,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3640
3636,"(1759, 'Philip Oakley')",-2,,1505472468,1505472468,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3636
3632,"(204, 'ctrl-alt-delor')",5,1592469417.0,1505462612,1505376723,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/3632
3623,"(3036, 'Agnishom Chattopadhyay')",7,1505304115.0,1505462612,1505273161,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3623
3631,"(3049, 'Baptiste')",8,1592469417.0,1505460862,1505374185,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/3631
3627,"(2605, 'Jay')",3,,1505435205,1505309279,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3627
3634,"(204, 'ctrl-alt-delor')",2,1505393880.0,1505393880,1505392491,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3634
3633,"(1293, 'Buffy')",4,,1505390734,1505390734,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3633
3630,"(3046, 'pozokoreca')",5,,1505342587,1505342587,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3630
3629,"(27, 'Ben I.')",2,,1505321321,1505321321,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3629
3613,"(2025, 'CAD97')",7,1505313014.0,1505313014,1505231974,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3613
3628,"(1293, 'Buffy')",4,1505311871.0,1505311871,1505310892,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3628
3601,"(204, 'ctrl-alt-delor')",14,1592469417.0,1505288193,1505154958,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/3601
3625,"(3038, 'Konerak')",6,1592469417.0,1505284355,1505284355,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/3625
3624,"(2605, 'Jay')",3,,1505277137,1505277137,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3624
3622,"(283, 'Ellen Spertus')",4,1505267420.0,1505267420,1505263987,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3622
3621,"(2068, 'Kevin Workman')",6,,1505252016,1505252016,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3621
3620,"(812, 'Cort Ammon')",2,,1505244272,1505244272,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3620
3617,"(41, 'Sean Houlihane')",2,,1505240975,1505240975,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3617
3616,"(732, 'Michael0x2a')",5,1505238457.0,1505238457,1505236709,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3616
3615,"(3025, 'Bent')",0,,1505235276,1505235276,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3615
3614,"(1028, 'EvSunWoodard')",2,,1505232577,1505232577,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3614
3612,"(1790, 'Jared Smith')",2,,1505231669,1505231669,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3612
3611,"(3017, 'Michael Platt')",1,,1505228304,1505228304,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3611
3609,"(2605, 'Jay')",1,,1505199574,1505199574,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3609
3607,"(3004, 'Rich')",0,,1505184265,1505184265,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3607
3606,"(2946, 'NotMe')",0,,1505163313,1505163313,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3606
3605,"(652, 'AnoE')",1,,1505158953,1505158953,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3605
3600,"(2068, 'Kevin Workman')",3,1505155288.0,1505155288,1505154438,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3600
3602,"(2946, 'NotMe')",1,,1505155230,1505155230,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3602
3734,"(830, 'cryptic_star')",7,1525732495.0,1525732495,1506894789,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/3734
3767,"(3219, 'techteacher')",4,1507364156.0,1520197082,1507209574,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3767
3764,"(3216, 'chris.stckhmr')",1,1517240463.0,1517240463,1507192436,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3764
3747,"(3209, 'swineone')",28,1507141898.0,1517240463,1507133986,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3747
3733,"(204, 'ctrl-alt-delor')",2,1512314071.0,1512314071,1506862725,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3733
3735,"(204, 'ctrl-alt-delor')",-2,1509731653.0,1509731653,1506934527,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3735
3797,"(41, 'Sean Houlihane')",3,1507486224.0,1508095858,1507394343,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3797
3758,"(2045, 'nova')",4,1508012775.0,1508071861,1507169541,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3758
3721,"(59, 'hotpaw2')",3,1507898976.0,1507898976,1506617248,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3721
3761,"(3214, 'Matjaz')",2,1507746432.0,1507746432,1507188770,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3761
3790,"(3219, 'techteacher')",5,1507684842.0,1507684842,1507364006,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3790
3779,"(3150, 'sharland')",1,1507586296.0,1507586296,1507268797,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3779
3799,"(21, 'ncmathsadist')",1,,1507512961,1507512961,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3799
3798,"(1293, 'Buffy')",0,,1507496650,1507496650,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3798
3763,"(204, 'ctrl-alt-delor')",1,1592469417.0,1507484472,1507192333,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/3763
3750,"(204, 'ctrl-alt-delor')",3,1592469417.0,1507483817,1507141538,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/3750
3782,"(732, 'Michael0x2a')",4,1507477118.0,1507477118,1507308299,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3782
3766,"(44, 'Miles')",9,1507290247.0,1507477118,1507198781,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3766
3783,"(3242, 'Ahmed Masud')",1,1592469417.0,1507409981,1507309967,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/3783
3796,"(919, 'Auden Young')",0,,1507390435,1507390435,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3796
3791,"(41, 'Sean Houlihane')",1,,1507382842,1507382842,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3791
3789,"(3248, 'Cody Hess')",3,,1507327970,1507327970,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3789
3788,"(27, 'Ben I.')",2,,1507323697,1507323697,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3788
3786,"(1293, 'Buffy')",7,,1507314797,1507314797,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3786
3785,"(30, 'Ryan Nutt')",1,,1507312244,1507312244,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3785
3784,"(3243, 'user3243')",0,,1507311551,1507311551,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3784
3780,"(3234, 'user5339049')",0,1507292998.0,1507292998,1507285084,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3780
3781,"(1036, 'Kate Gregory')",2,,1507291150,1507291150,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3781
3775,"(204, 'ctrl-alt-delor')",3,1592469417.0,1507289830,1507226513,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/3775
3778,"(1352, 'alephzero')",4,,1507243664,1507243664,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3778
3759,"(2574, 'ysalmon')",2,1507233154.0,1507233154,1507177986,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3759
3776,"(2835, 'Jerry Coffin')",4,,1507226748,1507226748,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3776
3774,"(3225, 'Acccumulation')",6,,1507224748,1507224748,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3774
3768,"(2164, 'Flater')",2,1507215196.0,1507215196,1507211998,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3768
3773,"(3223, 'user3223')",0,,1507215103,1507215103,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3773
3770,"(3222, 'Nate Vaughan')",3,,1507212440,1507212440,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3770
3749,"(2605, 'Jay')",9,1507203379.0,1507203379,1507141316,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3749
3756,"(27, 'Ben I.')",12,1592469417.0,1507196956,1507155957,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/3756
3765,"(2101, 'Klaws')",2,,1507195961,1507195961,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3765
3762,"(1676, 'TOOGAM')",3,1507192575.0,1507192575,1507188778,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3762
3760,"(1041, 'Alexander')",7,,1507180732,1507180732,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3760
3755,"(2045, 'nova')",31,1507158839.0,1507158839,1507155206,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3755
3757,"(3212, 'XenialDan')",2,,1507158773,1507158773,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3757
3754,"(3209, 'swineone')",1,,1507154558,1507154558,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3754
3753,"(1293, 'Buffy')",7,,1507145623,1507145623,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3753
3751,"(3211, 'Ryan1729')",10,,1507145623,1507143116,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3751
3752,"(41, 'Sean Houlihane')",2,,1507144680,1507144680,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3752
3748,"(1293, 'Buffy')",18,1507140919.0,1507140919,1507140032,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3748
3746,"(683, 'Dominic Connor ')",1,1507117492.0,1507117492,1507100179,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3746
3728,"(3163, 'user3163')",1,,1507117492,1506699061,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3728
3743,"(204, 'ctrl-alt-delor')",6,1507103776.0,1507103776,1507046428,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3743
3741,"(27, 'Ben I.')",3,,1507103776,1507040692,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3741
3744,"(1293, 'Buffy')",4,1507056703.0,1507056703,1507051448,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3744
3742,"(830, 'cryptic_star')",1,,1507044117,1507044117,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3742
3714,"(204, 'ctrl-alt-delor')",1,1592469417.0,1507024713,1506603026,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/3714
3713,"(204, 'ctrl-alt-delor')",5,,1507024713,1506603026,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3713
3739,"(1293, 'Buffy')",6,1506975023.0,1506975023,1506944879,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3739
3740,"(2879, 'Oleg Lobachev')",1,,1506966618,1506966618,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3740
3738,"(2103, 'Michel Billaud')",0,1506945633.0,1506945633,1506944836,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3738
3737,"(41, 'Sean Houlihane')",0,,1506944419,1506944419,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3737
3736,"(41, 'Sean Houlihane')",0,,1506936610,1506936610,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3736
3726,"(2841, 'Jean-Baptiste Yun&#232;s')",1,1506855214.0,1506855214,1506684527,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3726
3732,"(2103, 'Michel Billaud')",2,1506849135.0,1506849135,1506848689,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3732
3716,"(587, 'James Vanderhyde')",33,1506628306.0,1506849135,1506611711,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/3716
3731,"(237, 'Mike Zamansky')",0,1506802090.0,1506802090,1506801061,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3731
3712,"(1629, 'Stilez')",0,1506767756.0,1506767756,1506587137,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3712
3703,"(1675, 'Peter - Reinstate Monica')",17,1506729583.0,1506729583,1506543427,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3703
3729,"(2605, 'Jay')",2,1506710136.0,1506710136,1506700075,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3729
3730,"(1293, 'Buffy')",3,1506707848.0,1506707848,1506706789,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3730
3727,"(1139, 'T.E.D.')",0,,1506698818,1506698818,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3727
3711,"(41, 'Sean Houlihane')",4,1506690190.0,1506690190,1506585005,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3711
3719,"(732, 'Michael0x2a')",39,1506643735.0,1506643735,1506616748,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3719
3725,"(124, 'Gilles &#39;SO- stop being evil&#39;')",6,,1506639393,1506639393,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3725
3717,"(2038, 'Quentin')",0,1506635184.0,1506635184,1506612233,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3717
3724,"(3148, 'MuffinMan')",4,,1506631366,1506631366,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3724
3723,"(27, 'Ben I.')",5,1506624806.0,1506624806,1506624305,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3723
3722,"(204, 'ctrl-alt-delor')",9,,1506617744,1506617744,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3722
3704,"(1578, 'Lord Farquaad')",12,1592469417.0,1506616909,1506544959,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/3704
3720,"(59, 'hotpaw2')",4,,1506616838,1506616838,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3720
3718,"(1293, 'Buffy')",4,,1506614560,1506614560,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3718
3715,"(1293, 'Buffy')",6,1506608772.0,1506608772,1506604047,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3715
3700,"(27, 'Ben I.')",9,1506593424.0,1506593424,1506540106,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3700
3710,"(2103, 'Michel Billaud')",0,1506585414.0,1506585414,1506584975,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3710
3709,"(765, 'Bennett Brown')",4,1506578029.0,1506578029,1506577530,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3709
3708,"(765, 'Bennett Brown')",4,,1506576440,1506576440,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/3708
